name,canonicalTranscript_graph_id,chromosome,entrezId,jaxId,description_graph_id,synonyms_graph_id,graph_id
PSCA,es_20200604115458963939,8,8000,8000,es_20200422170712020054,esl_20200604115458963939,jax_gene_8000
STK3,es_20200604115458963962,8,6788,6788,es_20200422180120380988,esl_20200604115458963962,jax_gene_6788
CASP6,es_20200604115458963987,4,839,839,es_20200422170729565996,esl_20200604115458963987,jax_gene_839
RICTOR,es_20200604115458964010,5,253260,253260,es_20200422170717024470,esl_20200604115458964010,jax_gene_253260
FAM131B,es_20200604115458964036,7,9715,9715,es_20200422170737924814,esl_20200604115458964036,jax_gene_9715
SLIT2,es_20200604115458964058,4,9353,9353,es_20200422170719226037,esl_20200604115458964058,jax_gene_9353
ROR2,es_20200604115458964083,9,4920,4920,es_20200422170712960539,esl_20200604115458964083,jax_gene_4920
TRIM16,es_20200604115458964108,17,10626,10626,es_20200422170722615259,esl_20200604115458964108,jax_gene_10626
TRIM63,es_20200604115458964133,1,84676,84676,es_20200422180121824093,esl_20200604115458964133,jax_gene_84676
CDH23,es_20200604115458964160,10,64072,64072,es_20200422170724877196,esl_20200604115458964160,jax_gene_64072
PMAIP1,es_20200604115458964202,18,5366,5366,es_20200422170734139512,esl_20200604115458964202,jax_gene_5366
EHMT2,es_20200604115458964230,6,10919,10919,es_20200422170727738214,esl_20200604115458964230,jax_gene_10919
HNF4G,es_20200604115458964259,8,3174,3174,es_20200422180125491849,esl_20200604115458964259,jax_gene_3174
NKX3-1,es_20200604115458964284,8,4824,4824,es_20200422170730605587,esl_20200604115458964284,jax_gene_4824
RAB35,es_20200604115458964311,12,11021,11021,es_20200422180123827535,esl_20200604115458964311,jax_gene_11021
KDM4D,es_20200604115458964337,11,55693,55693,es_20200422170738931911,esl_20200604115458964337,jax_gene_55693
EIF4A2,es_20200604115458964360,3,1974,1974,es_20200422170843012833,esl_20200604115458964360,jax_gene_1974
BBC3,es_20200604115458964389,19,27113,27113,es_20200422170735239656,esl_20200604115458964389,jax_gene_27113
FN1,es_20200604115458964415,2,2335,2335,es_20200422170741251140,esl_20200604115458964415,jax_gene_2335
PAN3,es_20200604115458964448,13,255967,255967,es_20200422170745091575,esl_20200604115458964448,jax_gene_255967
PIK3R3,es_20200604115458964471,1,8503,8503,es_20200422170752048142,esl_20200604115458964471,jax_gene_8503
LCK,es_20200604115458964498,1,3932,3932,es_20200422170742727111,esl_20200604115458964498,jax_gene_3932
ACVR1,es_20200604115458964526,2,90,90,es_20200422170746551853,esl_20200604115458964526,jax_gene_90
BCL10,es_20200604115458964555,1,8915,8915,es_20200422170804617580,esl_20200604115458964555,jax_gene_8915
SOX10,es_20200604115458964584,22,6663,6663,es_20200422170744099152,esl_20200604115458964584,jax_gene_6663
MCL1,es_20200604115458964612,1,4170,4170,es_20200422180130342659,esl_20200604115458964612,jax_gene_4170
NACC2,es_20200604115458964674,9,138151,138151,es_20200422170748090555,esl_20200604115458964674,jax_gene_138151
FBXW7,es_20200604115458964704,4,55294,55294,es_20200422170802720011,esl_20200604115458964704,jax_gene_55294
MAST1,es_20200604115458964738,19,22983,22983,es_20200422170807443977,esl_20200604115458964738,jax_gene_22983
CCNO,es_20200604115458964763,5,10309,10309,es_20200422180137404924,esl_20200604115458964763,jax_gene_10309
ATP1B1,es_20200604115458964789,1,481,481,es_20200422170810117911,esl_20200604115458964789,jax_gene_481
MYC,es_20200604115458964812,8,4609,4609,es_20200422180133829004,esl_20200604115458964812,jax_gene_4609
SPA17,es_20200604115458964839,11,53340,53340,es_20200422170756855802,esl_20200604115458964839,jax_gene_53340
NUTM2B,es_20200604115458964865,10,729262,729262,es_20200422170818177066,esl_20200604115458964865,jax_gene_729262
HDAC2,es_20200604115458964890,6,3066,3066,es_20200422170812473438,esl_20200604115458964890,jax_gene_3066
FANCA,es_20200604115458964917,16,2175,2175,es_20200422170821241159,esl_20200604115458964917,jax_gene_2175
PCDH11X,es_20200604115458964947,X,27328,27328,es_20200422170809010303,esl_20200604115458964947,jax_gene_27328
SLC16A1,es_20200604115458964977,1,6566,6566,es_20200422170820264454,esl_20200604115458964977,jax_gene_6566
DALRD3,es_20200604115458965004,3,55152,55152,es_20200422170814665190,esl_20200604115458965004,jax_gene_55152
SOCS1,es_20200604115458965027,16,8651,8651,es_20200422170825638836,esl_20200604115458965027,jax_gene_8651
CDK5,es_20200604115458965057,7,1020,1020,es_20200422170822610876,esl_20200604115458965057,jax_gene_1020
FEV,es_20200604115458965082,2,54738,54738,es_20200422170824608509,esl_20200604115458965082,jax_gene_54738
NUAK2,es_20200604115458965118,1,81788,81788,es_20200422170829512857,esl_20200604115458965118,jax_gene_81788
PAK3,es_20200604115458965145,X,5063,5063,es_20200422170828082518,esl_20200604115458965145,jax_gene_5063
POT1,es_20200604115458965191,7,25913,25913,es_20200422170835275128,esl_20200604115458965191,jax_gene_25913
HNF1A,es_20200604115458965234,12,6927,6927,es_20200422170835870110,esl_20200604115458965234,jax_gene_6927
ZCCHC8,es_20200604115458965268,12,55596,55596,es_20200422170833393290,esl_20200604115458965268,jax_gene_55596
MAPK8,es_20200604115458965292,10,5599,5599,es_20200422170827210232,esl_20200604115458965292,jax_gene_5599
ANKRD26,es_20200604115458965323,10,22852,22852,es_20200422170831127116,esl_20200604115458965323,jax_gene_22852
DDX41,es_20200604115458965348,5,51428,51428,es_20200422170849194264,esl_20200604115458965348,jax_gene_51428
LMO1,es_20200604115458965372,11,4004,4004,es_20200422170948085259,esl_20200604115458965372,jax_gene_4004
ERCC1,es_20200604115458965398,19,2067,2067,es_20200422170837271905,esl_20200604115458965398,jax_gene_2067
AIM2,es_20200604115458965423,1,9447,9447,es_20200422180139229541,esl_20200604115458965423,jax_gene_9447
TBXT,es_20200604115458965447,6,6862,6862,es_20200422170841285806,esl_20200604115458965447,jax_gene_6862
MECOM,es_20200604115458965472,3,2122,2122,es_20200422170842484931,esl_20200604115458965472,jax_gene_2122
H3-5,es_20200604115458965502,12,440093,440093,es_20200422170909470542,esl_20200604115458965502,jax_gene_440093
KDM4C,es_20200604115458965527,9,23081,23081,es_20200422170839412133,esl_20200604115458965527,jax_gene_23081
AXIN2,es_20200604115458965554,17,8313,8313,es_20200422170848659852,esl_20200604115458965554,jax_gene_8313
JUN,es_20200604115458965578,1,3725,3725,es_20200422180144352236,esl_20200604115458965578,jax_gene_3725
OLFM4,es_20200604115458965606,13,10562,10562,es_20200422170845791038,esl_20200604115458965606,jax_gene_10562
CDK19,es_20200604115458965637,6,23097,23097,es_20200422170859923089,esl_20200604115458965637,jax_gene_23097
TTN,es_20200604115458965662,2,7273,7273,es_20200422180142232461,esl_20200604115458965662,jax_gene_7273
ERCC3,es_20200604115458965695,2,2071,2071,es_20200422170852755377,esl_20200604115458965695,jax_gene_2071
RPS6KB1,es_20200604115458965724,17,6198,6198,es_20200422170853915033,esl_20200604115458965724,jax_gene_6198
RASA1,es_20200604115458965756,5,5921,5921,es_20200422170903875972,esl_20200604115458965756,jax_gene_5921
PPM1D,es_20200604115458965789,17,8493,8493,es_20200422170901148476,esl_20200604115458965789,jax_gene_8493
IRF2,es_20200604115458965815,4,3660,3660,es_20200422170855760693,esl_20200604115458965815,jax_gene_3660
FAM114A2,es_20200604115458965839,5,10827,10827,es_20200422170905326138,esl_20200604115458965839,jax_gene_10827
LTK,es_20200604115458965864,15,4058,4058,es_20200422170912977246,esl_20200604115458965864,jax_gene_4058
CCNY,es_20200604115458965887,10,219771,219771,es_20200422180145909564,esl_20200604115458965887,jax_gene_219771
FYB1,es_20200604115458965914,5,2533,2533,es_20200422170916250595,esl_20200604115458965914,jax_gene_2533
CUX1,es_20200604115458965943,7,1523,1523,es_20200422180147912923,esl_20200604115458965943,jax_gene_1523
ATRX,es_20200604115458965982,X,546,546,es_20200422170924649330,esl_20200604115458965982,jax_gene_546
PPP6C,es_20200604115458966011,9,5537,5537,es_20200422170906290636,esl_20200604115458966011,jax_gene_5537
TGFBR2,es_20200604115458966035,3,7048,7048,es_20200422170916875238,esl_20200604115458966035,jax_gene_7048
SETD2,es_20200604115458966070,3,29072,29072,es_20200422170913476141,esl_20200604115458966070,jax_gene_29072
SAMD4B,es_20200604115458966102,19,55095,55095,es_20200422170920017766,esl_20200604115458966102,jax_gene_55095
H3C3,es_20200604115458966126,6,8352,8352,es_20200422170928027016,esl_20200604115458966126,jax_gene_8352
POLD2,es_20200604115458966183,7,5425,5425,es_20200422170918373116,esl_20200604115458966183,jax_gene_5425
TLE6,es_20200604115458966207,19,79816,79816,es_20200422170930481434,esl_20200604115458966207,jax_gene_79816
FANCB,es_20200604115458966232,X,2187,2187,es_20200422170934458941,esl_20200604115458966232,jax_gene_2187
LATS1,es_20200604115458966260,6,9113,9113,es_20200422170924108347,esl_20200604115458966260,jax_gene_9113
DAB2,es_20200604115458966284,5,1601,1601,es_20200422170931937624,esl_20200604115458966284,jax_gene_1601
DLG5,es_20200604115458966309,10,9231,9231,es_20200422170931351282,esl_20200604115458966309,jax_gene_9231
KDM1B,es_20200604115458966335,6,221656,221656,es_20200422170933441643,esl_20200604115458966335,jax_gene_221656
KIAA1549,es_20200604115458966362,7,57670,57670,es_20200422170939202133,esl_20200604115458966362,jax_gene_57670
KANK2,es_20200604115458966385,19,25959,25959,es_20200422180150867204,esl_20200604115458966385,jax_gene_25959
INA,es_20200604115458966413,10,9118,9118,es_20200422170943982866,esl_20200604115458966413,jax_gene_9118
SHH,es_20200604115458966439,7,6469,6469,es_20200422170949580998,esl_20200604115458966439,jax_gene_6469
HSD3B1,es_20200604115458966470,1,3283,3283,es_20200422170937675571,esl_20200604115458966470,jax_gene_3283
CEACAM6,es_20200604115458966498,19,4680,4680,es_20200422170942546264,esl_20200604115458966498,jax_gene_4680
NT5E,es_20200604115458966538,6,4907,4907,es_20200422170945364649,esl_20200604115458966538,jax_gene_4907
ATP10B,es_20200604115458966569,5,23120,23120,es_20200422171006099000,esl_20200604115458966569,jax_gene_23120
CALCR,es_20200604115458966592,7,799,799,es_20200422170952094117,esl_20200604115458966592,jax_gene_799
MLH3,es_20200604115458966619,14,27030,27030,es_20200422170946728182,esl_20200604115458966619,jax_gene_27030
PRKCI,es_20200604115458966642,3,5584,5584,es_20200422170940615788,esl_20200604115458966642,jax_gene_5584
NCOA4,es_20200604115458966668,10,8031,8031,es_20200422180152801780,esl_20200604115458966668,jax_gene_8031
PLA2G15,es_20200604115458966695,16,23659,23659,es_20200422171013818482,esl_20200604115458966695,jax_gene_23659
TYK2,es_20200604115458966723,19,7297,7297,es_20200422170954449680,esl_20200604115458966723,jax_gene_7297
NFKBIA,es_20200604115458966747,14,4792,4792,es_20200422170956652643,esl_20200604115458966747,jax_gene_4792
EPHA2,es_20200604115458966774,1,1969,1969,es_20200422170958084271,esl_20200604115458966774,jax_gene_1969
MTAP,es_20200604115458966801,9,4507,4507,es_20200422171009720452,esl_20200604115458966801,jax_gene_4507
CXCR4,es_20200604115458966832,2,7852,7852,es_20200422171000118439,esl_20200604115458966832,jax_gene_7852
CTAG1A,es_20200604115458966872,X,246100,246100,es_20200422170959006603,esl_20200604115458966872,jax_gene_246100
BIRC3,es_20200604115458966901,11,330,330,es_20200422171011830991,esl_20200604115458966901,jax_gene_330
NOTCH3,es_20200604115458966934,19,4854,4854,es_20200422171007246665,esl_20200604115458966934,jax_gene_4854
NFIX,es_20200604115458966961,19,4784,4784,es_20200422180157108875,esl_20200604115458966961,jax_gene_4784
BRCA1,es_20200604115458966991,17,672,672,es_20200422180159692628,esl_20200604115458966991,jax_gene_672
LIMA1,es_20200604115458967022,12,51474,51474,es_20200422171040462378,esl_20200604115458967022,jax_gene_51474
ARFRP1,es_20200604115458967048,20,10139,10139,es_20200422171015614234,esl_20200604115458967048,jax_gene_10139
CYP17A1,es_20200604115458967080,10,1586,1586,es_20200422171016981698,esl_20200604115458967080,jax_gene_1586
SSX1,es_20200604115458967109,X,6756,6756,es_20200422171021590519,esl_20200604115458967109,jax_gene_6756
RAC1,es_20200604115458967133,7,5879,5879,es_20200422171020613382,esl_20200604115458967133,jax_gene_5879
XRCC3,es_20200604115458967176,14,7517,7517,es_20200422171024378899,esl_20200604115458967176,jax_gene_7517
MAGEA1,es_20200604115458967203,X,4100,4100,es_20200422171034001874,esl_20200604115458967203,jax_gene_4100
HTRA1,es_20200604115458967228,10,5654,5654,es_20200422171026596640,esl_20200604115458967228,jax_gene_5654
HEY1,es_20200604115458967258,8,23462,23462,es_20200422171027656165,esl_20200604115458967258,jax_gene_23462
H3C13,es_20200604115458967289,1,653604,653604,es_20200422171037328127,esl_20200604115458967289,jax_gene_653604
FAP,es_20200604115458967313,2,2191,2191,es_20200422171025247158,esl_20200604115458967313,jax_gene_2191
PBX1,es_20200604115458967339,1,5087,5087,es_20200422171042902385,esl_20200604115458967339,jax_gene_5087
AR,es_20200604115458967375,X,367,367,es_20200422171038320379,esl_20200604115458967375,jax_gene_367
U2AF1,es_20200604115458967410,21,7307,7307,es_20200422171045236478,esl_20200604115458967410,jax_gene_7307
DOCK4,es_20200604115458967438,7,9732,9732,es_20200422171030664649,esl_20200604115458967438,jax_gene_9732
PIK3CA,es_20200604115458967461,3,5290,5290,es_20200422171044081744,esl_20200604115458967461,jax_gene_5290
PTPRS,es_20200604115458967493,19,5802,5802,es_20200422171119234373,esl_20200604115458967493,jax_gene_5802
SEPTIN3,es_20200604115458967519,22,55964,55964,es_20200422171041955088,esl_20200604115458967519,jax_gene_55964
FCHSD1,es_20200604115458967545,5,89848,89848,es_20200422171043518956,esl_20200604115458967545,jax_gene_89848
DLL3,es_20200604115458967569,19,10683,10683,es_20200422171047728709,esl_20200604115458967569,jax_gene_10683
MDM4,es_20200604115458967592,1,4194,4194,es_20200422171049345557,esl_20200604115458967592,jax_gene_4194
TNFRSF14,es_20200604115458967618,1,8764,8764,es_20200422171056948760,esl_20200604115458967618,jax_gene_8764
LIG4,es_20200604115458967646,13,3981,3981,es_20200422171050558176,esl_20200604115458967646,jax_gene_3981
SAAL1,es_20200604115458967670,11,113174,113174,es_20200422171129172564,esl_20200604115458967670,jax_gene_113174
MYB,es_20200604115458967694,6,4602,4602,es_20200422171103248624,esl_20200604115458967694,jax_gene_4602
CDK13,es_20200604115458967720,7,8621,8621,es_20200422171107087370,esl_20200604115458967720,jax_gene_8621
PDGFRA,es_20200604115458967748,4,5156,5156,es_20200422171054007875,esl_20200604115458967748,jax_gene_5156
MAP3K13,es_20200604115458967774,3,9175,9175,es_20200422180201337817,esl_20200604115458967774,jax_gene_9175
AURKC,es_20200604115458967799,19,6795,6795,es_20200422171105519173,esl_20200604115458967799,jax_gene_6795
MUC17,es_20200604115458967830,7,140453,140453,es_20200422171115697066,esl_20200604115458967830,jax_gene_140453
HGF,es_20200604115458967856,7,3082,3082,es_20200422171059705017,esl_20200604115458967856,jax_gene_3082
CEBPA,es_20200604115458967884,19,1050,1050,es_20200422171103881782,esl_20200604115458967884,jax_gene_1050
MUSK,es_20200604115458967926,9,4593,4593,es_20200422171113416454,esl_20200604115458967926,jax_gene_4593
IGFBP2,es_20200604115458967952,2,3485,3485,es_20200422171117224464,esl_20200604115458967952,jax_gene_3485
TBL1XR1,es_20200604115458967977,3,79718,79718,es_20200422180203136591,esl_20200604115458967977,jax_gene_79718
CTAG2,es_20200604115458968005,X,30848,30848,es_20200422171114004595,esl_20200604115458968005,jax_gene_30848
GPNMB,es_20200604115458968037,7,10457,10457,es_20200422171124458771,esl_20200604115458968037,jax_gene_10457
BCL2L1,es_20200604115458968063,20,598,598,es_20200422171131978073,esl_20200604115458968063,jax_gene_598
MUC4,es_20200604115458968091,3,4585,4585,es_20200422171140313877,esl_20200604115458968091,jax_gene_4585
PURB,es_20200604115458968116,7,5814,5814,es_20200422171144822503,esl_20200604115458968116,jax_gene_5814
HNRNPK,es_20200604115458968140,9,3190,3190,es_20200422180207985417,esl_20200604115458968140,jax_gene_3190
AKAP9,es_20200604115458968166,7,10142,10142,es_20200422171127215816,esl_20200604115458968166,jax_gene_10142
CD47,es_20200604115458968200,3,961,961,es_20200422171125454541,esl_20200604115458968200,jax_gene_961
NOP2,es_20200604115458968226,12,4839,4839,es_20200422171136376803,esl_20200604115458968226,jax_gene_4839
CCNE2,es_20200604115458968252,8,9134,9134,es_20200422171146245183,esl_20200604115458968252,jax_gene_9134
GPBP1L1,es_20200604115458968276,1,60313,60313,es_20200422171148632473,esl_20200604115458968276,jax_gene_60313
BMI1,es_20200604115458968299,10,648,648,es_20200422171137323763,esl_20200604115458968299,jax_gene_648
SDHD,es_20200604115458968326,11,6392,6392,es_20200422171132909946,esl_20200604115458968326,jax_gene_6392
SLC12A1,es_20200604115458968357,15,6557,6557,es_20200422171135459414,esl_20200604115458968357,jax_gene_6557
AHCYL1,es_20200604115458968381,1,10768,10768,es_20200422171141442298,esl_20200604115458968381,jax_gene_10768
GNAS,es_20200604115458968410,20,2778,2778,es_20200422171143840430,esl_20200604115458968410,jax_gene_2778
FOXA1,es_20200604115458968443,14,3169,3169,es_20200422171149571990,esl_20200604115458968443,jax_gene_3169
NKX2-1,es_20200604115458968468,14,7080,7080,es_20200422171142309372,esl_20200604115458968468,jax_gene_7080
ZMYND19,es_20200604115458968502,9,116225,116225,es_20200422180209662987,esl_20200604115458968502,jax_gene_116225
PHF6,es_20200604115458968527,X,84295,84295,es_20200422171201203611,esl_20200604115458968527,jax_gene_84295
ZC3H7B,es_20200604115458968553,22,23264,23264,es_20200422171156285630,esl_20200604115458968553,jax_gene_23264
NSD2,es_20200604115458968593,4,7468,7468,es_20200422171211296968,esl_20200604115458968593,jax_gene_7468
CSF3R,es_20200604115458968625,1,1441,1441,es_20200422171151938983,esl_20200604115458968625,jax_gene_1441
IRS2,es_20200604115458968651,13,8660,8660,es_20200422171153366327,esl_20200604115458968651,jax_gene_8660
ETS1,es_20200604115458968675,11,2113,2113,es_20200422171158552235,esl_20200604115458968675,jax_gene_2113
NAPRT,es_20200604115458968701,8,93100,93100,es_20200422171203877282,esl_20200604115458968701,jax_gene_93100
MSN,es_20200604115458968728,X,4478,4478,es_20200422171205050410,esl_20200604115458968728,jax_gene_4478
LATS2,es_20200604115458968753,13,26524,26524,es_20200422171207438638,esl_20200604115458968753,jax_gene_26524
CD4,es_20200604115458968777,12,920,920,es_20200422171217288786,esl_20200604115458968777,jax_gene_920
C11orf95,es_20200604115458968816,11,65998,65998,es_20200422171226598439,esl_20200604115458968816,jax_gene_65998
AFDN,es_20200604115458968840,6,4301,4301,es_20200422171205987617,esl_20200604115458968840,jax_gene_4301
EFNA4,es_20200604115458968867,1,1945,1945,es_20200422171212799321,esl_20200604115458968867,jax_gene_1945
RECQL4,es_20200604115458968892,8,9401,9401,es_20200422171220216650,esl_20200604115458968892,jax_gene_9401
CBFB,es_20200604115458968916,16,865,865,es_20200422171208933308,esl_20200604115458968916,jax_gene_865
FADD,es_20200604115458968939,11,8772,8772,es_20200422171207890279,esl_20200604115458968939,jax_gene_8772
MET,es_20200604115458968966,7,4233,4233,es_20200422171223299991,esl_20200604115458968966,jax_gene_4233
OSBPL3,es_20200604115458968994,7,26031,26031,es_20200422171215453169,esl_20200604115458968994,jax_gene_26031
PLIN3,es_20200604115458969021,19,10226,10226,es_20200422171449833663,esl_20200604115458969021,jax_gene_10226
CYSLTR2,es_20200604115458969061,13,57105,57105,es_20200422171217887932,esl_20200604115458969061,jax_gene_57105
PRKCQ,es_20200604115458969096,10,5588,5588,es_20200422171224299494,esl_20200604115458969096,jax_gene_5588
CX3CR1,es_20200604115458969122,3,1524,1524,es_20200422171231789840,esl_20200604115458969122,jax_gene_1524
KEAP1,es_20200604115458969151,19,9817,9817,es_20200422171224821165,esl_20200604115458969151,jax_gene_9817
STK40,es_20200604115458969175,1,83931,83931,es_20200422171241778095,esl_20200604115458969175,jax_gene_83931
H3C8,es_20200604115458969200,6,8355,8355,es_20200422171228117075,esl_20200604115458969200,jax_gene_8355
KDM4A,es_20200604115458969236,1,9682,9682,es_20200422171246285491,esl_20200604115458969236,jax_gene_9682
FOXO1,es_20200604115458969262,13,2308,2308,es_20200422171227141122,esl_20200604115458969262,jax_gene_2308
KDM1A,es_20200604115458969288,1,23028,23028,es_20200422171234137545,esl_20200604115458969288,jax_gene_23028
MERTK,es_20200604115458969317,2,10461,10461,es_20200422171229273114,esl_20200604115458969317,jax_gene_10461
SMARCB1,es_20200604115458969344,22,6598,6598,es_20200422171235648907,esl_20200604115458969344,jax_gene_6598
PIK3IP1,es_20200604115458969381,22,113791,113791,es_20200422171244809339,esl_20200604115458969381,jax_gene_113791
FOXL2,es_20200604115458969407,3,668,668,es_20200422171237605014,esl_20200604115458969407,jax_gene_668
ALK,es_20200604115458969434,2,238,238,es_20200422171238568694,esl_20200604115458969434,jax_gene_238
CCDC88A,es_20200604115458969461,2,55704,55704,es_20200422171243813102,esl_20200604115458969461,jax_gene_55704
TENM4,es_20200604115458969492,11,26011,26011,es_20200422171252135931,esl_20200604115458969492,jax_gene_26011
FYN,es_20200604115458969524,6,2534,2534,es_20200422180210805947,esl_20200604115458969524,jax_gene_2534
PPEF1,es_20200604115458969562,X,5475,5475,es_20200422171249188194,esl_20200604115458969562,jax_gene_5475
CCNG1,es_20200604115458969592,5,900,900,es_20200422171257344406,esl_20200604115458969592,jax_gene_900
TF,es_20200604115458969616,3,7018,7018,es_20200422171250314073,esl_20200604115458969616,jax_gene_7018
NF2,es_20200604115458969643,22,4771,4771,es_20200422171304104769,esl_20200604115458969643,jax_gene_4771
ASS1,es_20200604115458969670,9,445,445,es_20200422171312544065,esl_20200604115458969670,jax_gene_445
CSF1R,es_20200604115458969695,5,1436,1436,es_20200422171302493189,esl_20200604115458969695,jax_gene_1436
NAMPT,es_20200604115458969745,7,10135,10135,es_20200422171315729755,esl_20200604115458969745,jax_gene_10135
DEPTOR,es_20200604115458969774,8,64798,64798,es_20200422180211782258,esl_20200604115458969774,jax_gene_64798
PDCD4,es_20200604115458969799,10,27250,27250,es_20200422180215448125,esl_20200604115458969799,jax_gene_27250
RSPO3,es_20200604115458969823,6,84870,84870,es_20200422171305168759,esl_20200604115458969823,jax_gene_84870
IRS1,es_20200604115458969849,2,3667,3667,es_20200422171307026929,esl_20200604115458969849,jax_gene_3667
PAK5,es_20200604115458969873,20,57144,57144,es_20200422171314172398,esl_20200604115458969873,jax_gene_57144
BTF3L4,es_20200604115458969897,1,91408,91408,es_20200422171308615764,esl_20200604115458969897,jax_gene_91408
NSD3,es_20200604115458969920,8,54904,54904,es_20200422171311274586,esl_20200604115458969920,jax_gene_54904
GPC3,es_20200604115458969948,X,2719,2719,es_20200422171316892238,esl_20200604115458969948,jax_gene_2719
RBMS3,es_20200604115458969979,3,27303,27303,es_20200422171321685328,esl_20200604115458969979,jax_gene_27303
ESR1,es_20200604115458970002,6,2099,2099,es_20200422171309409436,esl_20200604115458970002,jax_gene_2099
KMT2D,es_20200604115458970031,12,8085,8085,es_20200422171331836820,esl_20200604115458970031,jax_gene_8085
EPS15,es_20200604115458970062,1,2060,2060,es_20200422171322699270,esl_20200604115458970062,jax_gene_2060
CD274,es_20200604115458970087,9,29126,29126,es_20200422171334690509,esl_20200604115458970087,jax_gene_29126
STAT5A,es_20200604115458970118,17,6776,6776,es_20200422171341008370,esl_20200604115458970118,jax_gene_6776
BAP1,es_20200604115458970143,3,8314,8314,es_20200422171318933123,esl_20200604115458970143,jax_gene_8314
CARM1,es_20200604115458970169,19,10498,10498,es_20200422171326448680,esl_20200604115458970169,jax_gene_10498
CYP2D6,es_20200604115458970193,22,1565,1565,es_20200422171320260224,esl_20200604115458970193,jax_gene_1565
GABRA6,es_20200604115458970228,5,2559,2559,es_20200422180225723707,esl_20200604115458970228,jax_gene_2559
ELL,es_20200604115458970250,19,8178,8178,es_20200422171324266967,esl_20200604115458970250,jax_gene_8178
USP42,es_20200604115458970278,7,84132,84132,es_20200422171328129885,esl_20200604115458970278,jax_gene_84132
CDKN1B,es_20200604115458970300,12,1027,1027,es_20200422171324812924,esl_20200604115458970300,jax_gene_1027
PRMT1,es_20200604115458970328,19,3276,3276,es_20200422171329564212,esl_20200604115458970328,jax_gene_3276
HSF4,es_20200604115458970355,16,3299,3299,es_20200422171335762639,esl_20200604115458970355,jax_gene_3299
CCNA2,es_20200604115458970380,4,890,890,es_20200422171343505792,esl_20200604115458970380,jax_gene_890
DHX9,es_20200604115458970404,1,1660,1660,es_20200422171352254894,esl_20200604115458970404,jax_gene_1660
MZT1,es_20200604115458970433,13,440145,440145,es_20200422171413751898,esl_20200604115458970433,jax_gene_440145
RPS6KA4,es_20200604115458970459,11,8986,8986,es_20200422171338204656,esl_20200604115458970459,jax_gene_8986
GLI1,es_20200604115458970485,12,2735,2735,es_20200422171342997058,esl_20200604115458970485,jax_gene_2735
PLCG2,es_20200604115458970510,16,5336,5336,es_20200422171345088203,esl_20200604115458970510,jax_gene_5336
EMC2,es_20200604115458970538,8,9694,9694,es_20200422171337273478,esl_20200604115458970538,jax_gene_9694
ARID1B,es_20200604115458970562,6,57492,57492,es_20200422180223418642,esl_20200604115458970562,jax_gene_57492
CHKA,es_20200604115458970595,11,1119,1119,es_20200422171339622394,esl_20200604115458970595,jax_gene_1119
JAK3,es_20200604115458970621,19,3718,3718,es_20200422171348568229,esl_20200604115458970621,jax_gene_3718
SLC44A4,es_20200604115458970649,6,80736,80736,es_20200422171350234111,esl_20200604115458970649,jax_gene_80736
PTPRD,es_20200604115458970679,9,5789,5789,es_20200422180230547164,esl_20200604115458970679,jax_gene_5789
RNF43,es_20200604115458970708,17,54894,54894,es_20200422180227465954,esl_20200604115458970708,jax_gene_54894
ERRFI1,es_20200604115458970734,1,54206,54206,es_20200422171356290149,esl_20200604115458970734,jax_gene_54206
SOX11,es_20200604115458970760,2,6664,6664,es_20200422171357682364,esl_20200604115458970760,jax_gene_6664
RAB11FIP1,es_20200604115458970785,8,80223,80223,es_20200422171353272720,esl_20200604115458970785,jax_gene_80223
MEF2D,es_20200604115458970812,1,4209,4209,es_20200422180234306749,esl_20200604115458970812,jax_gene_4209
Unknown,es_20200604115458970835,None,None,999999999,es_20200422171413628512,esl_20200604115458970835,jax_gene_999999999
APP,es_20200604115458970858,21,351,351,es_20200422171429844378,esl_20200604115458970858,jax_gene_351
HSPA5,es_20200604115458970891,9,3309,3309,es_20200422171432431797,esl_20200604115458970891,jax_gene_3309
VEGFD,es_20200604115458970918,X,2277,2277,es_20200422180235754685,esl_20200604115458970918,jax_gene_2277
GATA6,es_20200604115458970960,18,2627,2627,es_20200422171403877561,esl_20200604115458970960,jax_gene_2627
MED12,es_20200604115458970985,X,9968,9968,es_20200422171400509671,esl_20200604115458970985,jax_gene_9968
MORC2,es_20200604115458971020,22,22880,22880,es_20200422171419317138,esl_20200604115458971020,jax_gene_22880
SEPTIN6,es_20200604115458971046,X,23157,23157,es_20200422171405425671,esl_20200604115458971046,jax_gene_23157
NKAIN4,es_20200604115458971092,20,128414,128414,es_20200422171407709978,esl_20200604115458971092,jax_gene_128414
FLT4,es_20200604115458971119,5,2324,2324,es_20200422171417260488,esl_20200604115458971119,jax_gene_2324
LY75,es_20200604115458971149,2,4065,4065,es_20200422171408257230,esl_20200604115458971149,jax_gene_4065
BMP4,es_20200604115458971177,14,652,652,es_20200422171412124361,esl_20200604115458971177,jax_gene_652
PTCH1,es_20200604115458971205,9,5727,5727,es_20200422171427420454,esl_20200604115458971205,jax_gene_5727
MAD1L1,es_20200604115458971233,7,8379,8379,es_20200422171416277392,esl_20200604115458971233,jax_gene_8379
SPANXA1,es_20200604115458971260,X,30014,30014,es_20200422171418687421,esl_20200604115458971260,jax_gene_30014
RBPMS,es_20200604115458971291,8,11030,11030,es_20200422171425358795,esl_20200604115458971291,jax_gene_11030
