name,canonicalTranscript,chromosome,entrezId,jaxId,description_graph_id,graph_id
VHL,NM_000551,3,7428,7428,es_20200422171850283914,jax_gene_7428
PWWP2A,NM_001130864,5,114825,114825,es_20200422171906246826,jax_gene_114825
MYBL1,NM_001080416,8,4603,4603,es_20200422171909394239,jax_gene_4603
SLC16A3,NM_001206950,17,9123,9123,es_20200422171843477250,jax_gene_9123
KDM7A,NM_030647,7,80853,80853,es_20200422171845492387,jax_gene_80853
FGF19,NM_005117,11,9965,9965,es_20200422180318843620,jax_gene_9965
PLEKHA6,NM_014935,1,22874,22874,es_20200422180317499486,jax_gene_22874
RREB1,NM_001003698,6,6239,6239,es_20200422171855791025,jax_gene_6239
SMAD2,NM_005901,18,4087,4087,es_20200422171901742495,jax_gene_4087
STK35,NM_080836,20,140901,140901,es_20200422171848378844,jax_gene_140901
MYOD1,NM_002478,11,4654,4654,es_20200422171857301638,jax_gene_4654
BCL2L2,NM_004050,14,599,599,es_20200422171859316101,jax_gene_599
CD44,NM_000610,11,960,960,es_20200422171854611421,jax_gene_960
SH2D1A,NM_002351,X,4068,4068,es_20200422180322978376,jax_gene_4068
NQO1,NM_000903,16,1728,1728,es_20200422171915400813,jax_gene_1728
ZNF207,NM_003457,17,7756,7756,es_20200422171918647387,jax_gene_7756
WT1,NM_024426,11,7490,7490,es_20200422180324353650,jax_gene_7490
CEP89,NM_032816,19,84902,84902,es_20200422171911722818,jax_gene_84902
STK11,NM_000455,19,6794,6794,es_20200422171912808289,jax_gene_6794
HHAT,NM_001122834,1,55733,55733,es_20200422171903526338,jax_gene_55733
PKN1,NM_002741,19,5585,5585,es_20200422180330730922,jax_gene_5585
CRP,NM_000567,1,1401,1401,es_20200422171908312581,jax_gene_1401
NDRG1,NM_001135242,8,10397,10397,es_20200422171916405260,jax_gene_10397
TNFRSF17,NM_001192,16,608,608,es_20200422171921644775,jax_gene_608
CTNNA1,NM_001903,5,1495,1495,es_20200422171926545258,jax_gene_1495
PIK3CB,NM_006219,3,5291,5291,es_20200422171917448393,jax_gene_5291
TYRP1,NM_000550,9,7306,7306,es_20200422171920559433,jax_gene_7306
FLI1,NM_002017,11,2313,2313,es_20200422171925453447,jax_gene_2313
DUX4,NM_001293798,4,100288687,100288687,es_20200422171931215645,jax_gene_100288687
H2BC5,NM_138720,6,3017,3017,es_20200422171923826544,jax_gene_3017
DAXX,NM_001350,6,1616,1616,es_20200422171932883149,jax_gene_1616
IGHV3-21,None,14,28444,28444,es_20200422171941380470,jax_gene_28444
INPP4B,NM_003866,4,8821,8821,es_20200422171935469630,jax_gene_8821
TEAD1,NM_021961,11,7003,7003,es_20200422180327009969,jax_gene_7003
PIWIL1,NM_004764,12,9271,9271,es_20200422171951139820,jax_gene_9271
SLC34A2,NM_006424,4,10568,10568,es_20200422171942299831,jax_gene_10568
XRCC2,NM_005431,7,7516,7516,es_20200422171948346756,jax_gene_7516
ADAM17,NM_003183,2,6868,6868,es_20200422171957964064,jax_gene_6868
HLA-A,NM_002116,6,3105,3105,es_20200422171943389965,jax_gene_3105
CDK11A,NM_001313896,1,728642,728642,es_20200422171949174059,jax_gene_728642
SLC38A3,NM_006841,3,10991,10991,es_20200422171939600228,jax_gene_10991
SSX2,NM_175698,X,6757,6757,es_20200422171945731091,jax_gene_6757
CCDC6,NM_005436,10,8030,8030,es_20200422171955041262,jax_gene_8030
ACTA2,NM_001141945,10,59,59,es_20200422171953942757,jax_gene_59
PTK2,NM_153831,8,5747,5747,es_20200422171956895885,jax_gene_5747
TUBB2A,NM_001069,6,7280,7280,es_20200422172003940249,jax_gene_7280
TOP1,NM_003286,20,7150,7150,es_20200422172013615613,jax_gene_7150
NOTCH4,NM_004557,6,4855,4855,es_20200422171959499354,jax_gene_4855
MITF,XM_005264754,3,4286,4286,es_20200422172015220052,jax_gene_4286
CCNL2,NM_030937,1,81669,81669,es_20200422180329048174,jax_gene_81669
JAZF1,NM_175061,7,221895,221895,es_20200422172008751998,jax_gene_221895
CLDN18,NM_016369,3,51208,51208,es_20200422172024403784,jax_gene_51208
XIAP,NM_001204401,X,331,331,es_20200422172005035377,jax_gene_331
TERT,NM_198253,5,7015,7015,es_20200422172010745632,jax_gene_7015
CDC42BPA,XM_005273324,1,8476,8476,es_20200422172016888641,jax_gene_8476
AGAP3,NM_031946,7,116988,116988,es_20200422172045430876,jax_gene_116988
TFG,NM_001007565,3,10342,10342,es_20200422172017922466,jax_gene_10342
KHDRBS1,NM_006559,1,10657,10657,es_20200422172020077169,jax_gene_10657
DAB2IP,XM_005251719,9,153090,153090,es_20200422172018917545,jax_gene_153090
LAG3,NM_002286,12,3902,3902,es_20200422172026794097,jax_gene_3902
U2AF2,NM_007279,19,11338,11338,es_20200422172031574159,jax_gene_11338
NOS2,NM_000625,17,4843,4843,es_20200422172022478271,jax_gene_4843
H3C2,NM_003537,6,8358,8358,es_20200422172036640220,jax_gene_8358
MGAM,NM_004668,7,8972,8972,es_20200422172039388524,jax_gene_8972
PRMT3,NM_005788,11,10196,10196,es_20200422172034885501,jax_gene_10196
EML4,NM_019063,2,27436,27436,es_20200422172037648363,jax_gene_27436
PREX2,NM_024870,8,80243,80243,es_20200422172042815953,jax_gene_80243
NEGR1,NM_173808,1,257194,257194,es_20200422172046426381,jax_gene_257194
SUV39H2,NM_001193424,10,79723,79723,es_20200422172052313575,jax_gene_79723
WNK1,NM_018979,12,65125,65125,es_20200422175610053480,jax_gene_65125
LIFR,NM_002310,5,3977,3977,es_20200422175653978326,jax_gene_3977
FHL2,NM_201557,2,2274,2274,es_20200422175648266922,jax_gene_2274
STING1,NM_198282,5,340061,340061,es_20200422180105327775,jax_gene_340061
AGGF1,None,5,55109,55109,es_20200422180053995308,jax_gene_55109
SLC3A2,None,11,6520,6520,es_20200422180220790273,jax_gene_6520
FOXM1,None,12,2305,2305,es_20200422180332888972,jax_gene_2305
